"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","url","categoryName"
"Bánh Gato Thành Phát","4.7","59","36 QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 906 066 585","Tiệm bánh",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Gato%20Th%C3%A0nh%20Ph%C3%A1t&query_place_id=ChIJyaga7a1bNDERBWc8jjjMMoc","Tiệm bánh"
"Chợ Hòa Lạc","4.3","1182","Đ. Hòa Lạc","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 378 408 816","Chợ","Vườn","Công ty kinh doanh bất động sản",,,,"https://www.google.com/maps/search/?api=1&query=Ch%E1%BB%A3%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJyZNniWirNTERIwPgyrSw_Ak","Chợ"
"Quán ăn vặt HOLA","5","5","Số 21 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 912 640 185","Giao đồ ăn",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20v%E1%BA%B7t%20HOLA&query_place_id=ChIJ__ZOMBRbNDERN9cpxOF8vNI","Giao đồ ăn"
"1995 Coffee & Tea","4.4","5","2GJ8+JJQ, QL21A","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 968 681 602","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=1995%20Coffee%20%26%20Tea&query_place_id=ChIJUcPJHe9bNDER6xeE5zS5aIA","Quán cà phê"
"Tiệm Kem Vani",,,"4 Đ. Hòa Lạc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 966 298 530","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Kem%20Vani&query_place_id=ChIJraknFwBbNDERdmR8dCYxmf4","Cửa hàng kem"
"Quán phở 141",,,"141 Road 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Khu ăn uống",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20ph%E1%BB%9F%20141&query_place_id=ChIJ52a6QQBbNDER95Ys7S2_-M4","Khu ăn uống"
"Chè Duyên Hoà Lạc",,,"thôn 4 QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20Duy%C3%AAn%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJizS0UABFNDERISuO4IIKEus","Cửa hàng kem"
"Vạn Thanh Cafe","5","7","2GP4+5C","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 906 570 183","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=V%E1%BA%A1n%20Thanh%20Cafe&query_place_id=ChIJdcXxHq1bNDERcom-d4vb4To","Quán cà phê"
"Mai Garden Sơn Tây","4.9","63","Số 47 đường Hoa Bằng Lăng","Hà Nội","Đoài Phương, Hà Nội","VN","https://sites.google.com/view/maigardensontay/trang-ch%E1%BB%A7","+84 989 245 655","Khách sạn nghỉ dưỡng",,,,,,"https://www.google.com/maps/search/?api=1&query=Mai%20Garden%20S%C6%A1n%20T%C3%A2y&query_place_id=ChIJnYKM4bNZNDER0Ym8-PXTa4g","Khách sạn nghỉ dưỡng"
"Nhà Hàng Cây Mít","4.7","9","2H28+J89","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20C%C3%A2y%20M%C3%ADt&query_place_id=ChIJid--b0NaNDERLcNhtljOaDo","Nhà hàng"
"Vườn Ẩm Thực Tuấn Thoan","4.6","12","2H37+Q9J","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 987 672 737","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20%E1%BA%A8m%20Th%E1%BB%B1c%20Tu%E1%BA%A5n%20Thoan&query_place_id=ChIJex6l_P5bNDERrKgu36UvtRU","Nhà hàng"
"Quán bia Oanh Thư","5","1","XHX9+3H","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20Oanh%20Th%C6%B0&query_place_id=ChIJ3TrMAwBbNDERbG0BJ9Ejprs","Quán bia"
"ToTa Coffee","4.8","12","đường Đồng Trúc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 972 853 723","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=ToTa%20Coffee&query_place_id=ChIJmdYnPwJbNDERklqjc5FAASo","Quán cà phê"
"Vườn Bưởi Quán Thêm Điền","5","2","ngõ 131/số 10 Hạ Bằng","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 369 056 242","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20B%C6%B0%E1%BB%9Fi%20Qu%C3%A1n%20Th%C3%AAm%20%C4%90i%E1%BB%81n&query_place_id=ChIJy7-WslZbNDERWj9p_IIy-RE","Nhà hàng"
"Bún Cây Sữa","5","1",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 335 562 568","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A2y%20S%E1%BB%AFa&query_place_id=ChIJgQ_lhZNbNDERAeuyGLuZ5sQ","Quán mì"
"Cafe Hát Cho Nhau Nghe","5","6","2H28+MF3, cổng làng","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20H%C3%A1t%20Cho%20Nhau%20Nghe&query_place_id=ChIJZ73FdSFbNDERnxGSft1xWM4","Quán cà phê"
"Trúc Linh Quán Cua Đồng","4.2","98","XHRF+68W","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 987 755 699","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Tr%C3%BAc%20Linh%20Qu%C3%A1n%20Cua%20%C4%90%E1%BB%93ng&query_place_id=ChIJY4hb3GBaNDEREhBPxrcp4lM","Nhà hàng"
"Cafe Đàm Đồng Trúc","3.4","20","Unnamed Rd","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 975 889 955","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20%C4%90a%CC%80m%20%C4%90%C3%B4%CC%80ng%20Tru%CC%81c&query_place_id=ChIJvTcO4WVaNDERx7GAikkCK28","Quán cà phê"
"Quán Chè Thập Cẩm Kiều Liên","5","1","XHVC+3MG, Đồng Kho - Đồng Trúc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 866 591 328","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A8%20Th%E1%BA%ADp%20C%E1%BA%A9m%20Ki%E1%BB%81u%20Li%C3%AAn&query_place_id=ChIJUZBYaQBbNDER50HQXk3R_1w","Cửa hàng kem"
"Karaoke Đại Lộ","5","2","XHQC+RRQ","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán bar karaoke",,,,,,"https://www.google.com/maps/search/?api=1&query=Karaoke%20%C4%90%E1%BA%A1i%20L%E1%BB%99&query_place_id=ChIJ5XO6UABbNDER2yt4g5xr0R0","Quán bar karaoke"
"Quán Nhậu 68",,,"2 ngõ 91 Đồng Trúc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 987 828 395","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Nh%E1%BA%ADu%2068&query_place_id=ChIJ6Q_QPONbNDERIIMMW6POjPU","Quán bia"
"Trà Đá BĐS Đồng Trúc","4.3","23","XHQ8+WHR, Unnamed Road","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 973 126 869","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20%C4%90%C3%A1%20B%C4%90S%20%C4%90%E1%BB%93ng%20Tr%C3%BAc&query_place_id=ChIJBRDkFT9bNDERkhBYjyTUkm0","Quán cà phê"
"Karaoke Ánh Sao","4","4","2H26+9WF","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 963 935 518","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Karaoke%20%C3%81nh%20Sao&query_place_id=ChIJ03aEELJbNDERvf-kiYQljbI","Quán cà phê"
"X-men Message Karaoke","4","3","2H39+G2J","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán bar karaoke",,,,,,"https://www.google.com/maps/search/?api=1&query=X-men%20Message%20Karaoke&query_place_id=ChIJ_13dLABbNDERi1upvO0eoIk","Quán bar karaoke"
"Karaoke Công Minh",,,"XHVG+8JW, Thôn đồng kho","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Karaoke%20C%C3%B4ng%20Minh&query_place_id=ChIJUyMmVABbNDERQzOzGsMtDPA","Quán cà phê"
"Quán Bia Hoà Cường",,,"Đường Hạ Bằng","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 373 802 758","Khu ăn uống",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Bia%20Ho%C3%A0%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJI8b7zApbNDER0unfQjRkpOk","Khu ăn uống"
"Cơm Thu Hằng","4.1","44","XGPG+Q56","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 368 313 125","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Thu%20H%E1%BA%B1ng&query_place_id=ChIJm6pyf5BbNDER-ymTqyq0eag","Nhà hàng cơm"
"Quán Cơm Tuyết Ngân","5","1","XGPG+H68","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 986 438 419","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Tuy%E1%BA%BFt%20Ng%C3%A2n&query_place_id=ChIJ99oW1hlbNDERNM7H2sg92Js","Nhà hàng cơm"
"Bún Phở Bò Duy Cường","5","3","88 Thôn 2","Hà Nội","Yên Xuân, Hà Nội","VN",,"+84 988 696 468","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20B%C3%B2%20Duy%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJL2cvMNtbNDERKWS5Js92JdE","Nhà hàng"
"Bê chao Tây Bắc","4.3","9","66 QL21","Hà Nội","Yên Xuân, Hà Nội","VN","https://www.facebook.com/laucuadong.traungon/","+84 888 883 885","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%AA%20chao%20T%C3%A2y%20B%E1%BA%AFc&query_place_id=ChIJu8VLA2KpNTER2Qv383gSPhc","Nhà hàng"
"Valley Restaurant","5","6","22 Đường Lưu Niệm","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 707 070 123","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Valley%20Restaurant&query_place_id=ChIJFe2qdoZbNDERpsjm7SFbrW0","Nhà hàng"
"Lòng ngon 99","4.3","3","234 Đ. Chùa Tây Phương","Hà Nội","Tây Phương, Hà Nội","VN",,"+84 901 431 989","Nhà hàng chuyên phục vụ bữa nửa buổi",,,,,,"https://www.google.com/maps/search/?api=1&query=L%C3%B2ng%20ngon%2099&query_place_id=ChIJedj2OlRbNDERop_ipQx5HLI","Nhà hàng chuyên phục vụ bữa nửa buổi"
"Nhà hàng dê núi tiến đạt",,,"338","Hà Nội","Tây Phương, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20d%C3%AA%20n%C3%BAi%20ti%E1%BA%BFn%20%C4%91%E1%BA%A1t&query_place_id=ChIJCY-tw9xbNDER-nE-zGINKnY","Nhà hàng gia đình"
"Phở bò Mạnh Thơm","5","2","22 Đ. Chùa Tây Phương","Hà Nội","Tây Phương, Hà Nội","VN",,"+84 386 489 171","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20b%C3%B2%20M%E1%BA%A1nh%20Th%C6%A1m&query_place_id=ChIJkegjTwBRNDER10IochTPo2E","Nhà hàng"
"England Coffee","5","12","2HCR+Q9M, Đường H06","Hà Nội","Tây Phương, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=England%20Coffee&query_place_id=ChIJEYiITwBbNDER3WtawC8TXHs","Quán cà phê"
"Music Cafe Điểm Hẹn","4.5","11","182 Đ. Chùa Tây Phương","Hà Nội","Tây Phương, Hà Nội","VN",,"+84 987 782 870","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Music%20Cafe%20%C4%90i%E1%BB%83m%20H%E1%BA%B9n&query_place_id=ChIJuWbi88hbNDER22nlw1M1TQA","Quán cà phê"
"Sing Cafe","5","3","33 Đường H11","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/share/VAUkEwEfenUHvnqz/?mibextid=qi2Omg","+84 364 392 930","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Sing%20Cafe&query_place_id=ChIJbaX_KKZbNDERqqP8ksEBt9U","Quán cà phê"
"50°C Tea Cafe","4.9","7","78 Đ. Chùa Tây Phương","Hà Nội","Tây Phương, Hà Nội","VN","https://www.facebook.com/50C-Coffee-Tea-Tr%C3%A0-Chanh-107418807323527/?modal=admin_todo_tour","+84 912 216 592","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=50%C2%B0C%20Tea%20Cafe&query_place_id=ChIJZyvZCaJbNDERBKQox_gzfL0","Quán cà phê"
"Caffe Tuyết Mùa Hè","4.5","4",,"Hà Nội","Tây Phương, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Caffe%20Tuy%E1%BA%BFt%20M%C3%B9a%20H%C3%A8&query_place_id=ChIJoc3Q1U9bNDERrZ2nGUtKpM4","Quán cà phê"
"Hằng Coffe","5","6","2HHH+RH8","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 968 927 201","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BA%B1ng%20Coffe&query_place_id=ChIJNz87TwBbNDER-O1vlLUWoAM","Quán cà phê"
"Bún Chả Tâm Tấm","4","5","số 18 cầu liêu","Hà Nội","Tây Phương, Hà Nội","VN",,"+84 364 144 082","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20T%C3%A2m%20T%E1%BA%A5m&query_place_id=ChIJa_oohw9RNDERy2Wgt5Ryz38","Quán mì"
"Nhà An Khánh",,,"Ngõ Xóm Vòi","Hà Nội","Tây Phương, Hà Nội","VN",,"+84 988 818 313","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20An%20Kh%C3%A1nh&query_place_id=ChIJaRRRqaFbNDERgae8EidrEXQ","Quán cà phê"
"Karaoke Minh Dũng","4.1","12","2HFM+3FW","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Karaoke%20Minh%20D%C5%A9ng&query_place_id=ChIJ6QhXa15bNDERlv3Yk27NFMI","Quán cà phê"
"Dailycoffee","2.1","7",,"Hà Nội","Tây Phương, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Dailycoffee&query_place_id=ChIJF177BABRNDER8VM3b3P54lk","Quán cà phê"
"Quán Caffe",,,"2HHH+RH8","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Caffe&query_place_id=ChIJtQOcPABbNDERRC8_nU6Pqzs","Quán cà phê"
"Chill Base Cafe","5","11",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Chill%20Base%20Cafe&query_place_id=ChIJOxLZewBbNDERRirOjlGe5fI","Quán cà phê"
"Home Cafe Chill Out Place","4.8","44","Thôn 1 khu tái đinh cư Bắc","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 865 082 265","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Home%20Cafe%20Chill%20Out%20Place&query_place_id=ChIJY1LH5plbNDERiv3TWq22j5o","Quán cà phê"
"LaBoong","5","11","Khu Công Nghệ Cao Hòa Lạc","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 398 163 562","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=LaBoong&query_place_id=ChIJMygyAQBbNDERL3_yQb944a0","Quán cà phê"
"Cafe Mai Over","5","5","XGPJ+V9W","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20Mai%20Over&query_place_id=ChIJCxToWkBbNDER4nwhnu17yR0","Quán cà phê"
"Tròn Cafe K+","5","4","XGPG+PH3","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/nhanthanh.hy?mibextid=LQQJ4d","+84 984 524 993","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Tr%C3%B2n%20Cafe%20K%2B&query_place_id=ChIJ58CGPwBbNDERKq2L5JVnIeI","Quán cà phê"
"La Cà Phê","5","7","2H9J+HVV","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 373 850 159","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=La%20C%C3%A0%20Ph%C3%AA&query_place_id=ChIJ3c5IeQBbNDERzNtfaURS6M0","Quán cà phê"
"Tiệm Trà Mẹ Bông",,,"2H9H+GWG","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Tr%C3%A0%20M%E1%BA%B9%20B%C3%B4ng&query_place_id=ChIJaVJfJQBbNDERXLMYKROMQWA","Quán cà phê"
"Xưởng Nội Thất CT HOME",,,"Đường lưu niệm Bác Hồ_Phú Đa_Cần Kiệm_Thạch Thất Hà Nội","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 975 919 223","Nhà thiết kế nội thất","Cửa hàng nội thất nhà hàng quán bar","Cửa hàng nội thất phòng ngủ","Cửa hàng nội thất sân vườn","Cửa hàng nội thất nhà bếp",,"https://www.google.com/maps/search/?api=1&query=X%C6%B0%E1%BB%9Fng%20N%E1%BB%99i%20Th%E1%BA%A5t%20CT%20HOME&query_place_id=ChIJsciFpmlbNDER6P5G21jy95Y","Nhà thiết kế nội thất"
"Quán Ốc Đê - Hoà Lạc","5","1","278 QL21","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/share/1BbjH6KMd5/?mibextid=wwXIfr","+84 387 284 343","Cửa hàng tạp phẩm","Quán ăn nhẹ",,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%E1%BB%90c%20%C4%90%C3%AA%20-%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJ0XiOOQBbNDERr4myLpepZq8","Cửa hàng tạp phẩm"
"Bánh Cuốn Bún Chả Nhà Bắp","5","3","Số 179 Cụm 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 376 822 660","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20B%C3%BAn%20Ch%E1%BA%A3%20Nh%C3%A0%20B%E1%BA%AFp&query_place_id=ChIJuyciVQBbNDERuCyVAjJ86e4","Nhà hàng"
"Bún Bò Huế Thái Anh 688","4.3","111","2G49+8HF","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 346 636 000","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20Th%C3%A1i%20Anh%20688&query_place_id=ChIJp_3CFfpbNDERyvG1es3SL5Q","Quán mì"
"Phở Cồ Như Ý 179","4.4","8","Phở Cồ Như Ý 179 Ql21A thôn 3 Thạch Hòa","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn truyền thống Ghana",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20Nh%C6%B0%20%C3%9D%20179&query_place_id=ChIJq_WXtAZbNDERBaP7m0f-SSU","Quán ăn truyền thống Ghana"
"Hò Zô Ta Mơ Garden",,,"QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 904 508 222","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=H%C3%B2%20Z%C3%B4%20Ta%20M%C6%A1%20Garden&query_place_id=ChIJA2Fya8lbNDERun8DlrH6940","Nhà hàng"
"Hoà Lạc Viên","4","109","2G59+G2V, Quốc lộ 21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 24 3368 7396","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ho%C3%A0%20L%E1%BA%A1c%20Vi%C3%AAn&query_place_id=ChIJaQCONZFbNDERzLchgfrwEHQ","Nhà hàng"
"Nhà Hàng 379 Minh Nga 1","3.8","558","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 984 421 379","Nhà hàng Việt Nam",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20379%20Minh%20Nga%201&query_place_id=ChIJ199ww-tbNDERrDQxEa4TSaY","Nhà hàng Việt Nam"
"Phở Bò Cơm Rang Meo Meo 975","4.3","17","Số 296, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 981 890 636","Nhà hàng phở","Quán mì",,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20C%C6%A1m%20Rang%20Meo%20Meo%20975&query_place_id=ChIJXyi3PfVbNDERsSslPx1ozGI","Nhà hàng phở"
"Nhà Hàng Trâu Tươi 2HS","3.9","23","QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 912 365 255","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tr%C3%A2u%20T%C6%B0%C6%A1i%202HS&query_place_id=ChIJK2AAP5dbNDERsQ-PtvW4jpY","Nhà hàng"
"Fuca Hidden Coffee","4.8","80",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 886 363 737","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Fuca%20Hidden%20Coffee&query_place_id=ChIJBy-9KZxbNDERLSJdMfS-wC8","Quán cà phê"
"House Of Fuca Cafe","4.9","15","2G29+HX7","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 886 363 737","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=House%20Of%20Fuca%20Cafe&query_place_id=ChIJze8rZgBbNDER5vq3PlbfUOU","Quán cà phê"
"Mây Lang Thang Cafe","4.5","74","ngõ 2 đường TTGDQP","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 984 916 161","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=M%C3%A2y%20Lang%20Thang%20Cafe&query_place_id=ChIJxcb3FwBbNDERIwu54fwyCFk","Quán cà phê"
"Coffee Sing A Song","5","1","175 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 338 393 656","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Coffee%20Sing%20A%20Song&query_place_id=ChIJv2WsU2ZbNDERECJcIkWcgY4","Quán cà phê"
"Gangsta Nướng Chảo Gang","4","12","Số nhà 334, Thôn 3, Thạch Hoà, Thạch Thất","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 922 810 810","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Gangsta%20N%C6%B0%E1%BB%9Bng%20Ch%E1%BA%A3o%20Gang&query_place_id=ChIJd3uUfXZbNDERStRucLjwWi0","Nhà hàng"
"Tiệm Nhà Cua","5","2","Khu Công Nghệ Cao Hòa Lạc, Thôn","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 989 619 007","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Nh%C3%A0%20Cua&query_place_id=ChIJOe_NWwBbNDER5uJaYJiFzig","Quán cà phê"
"Bún Đậu Mắm Tôm - Thương Béo","4","8","989 QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 964 377 868","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20-%20Th%C6%B0%C6%A1ng%20B%C3%A9o&query_place_id=ChIJEwR-SwBbNDERZLB5hKSDJLk","Nhà hàng gia đình"
"Trà Chanh & Coffee FinTea DL",,,"2GGC+HQW","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 332 554 962","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20Chanh%20%26%20Coffee%20FinTea%20DL&query_place_id=ChIJKzzPKQBbNDERJtFcOnRXuME","Quán cà phê"
"Xingfu 4 Season Fruit Tea Hòa Lạc","1.5","6","Số 236 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN","https://xingfuvietnam.vn/","+84 983 685 611","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=Xingfu%204%20Season%20Fruit%20Tea%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJddJFGgBbNDERIhA-ZsupA0Y","Cửa hàng kem"
"Green Cafe","4.5","2","236 mặt, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 385 457 886","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Green%20Cafe&query_place_id=ChIJa3eo-HFbNDER3MBc8iDz8D0","Quán cà phê"
"Dohalive Organic Coffee","4.9","11","2G4F+23","Hà Nội","Hòa Lạc, Hà Nội","VN","https://facebook.com/Dohalifeorganiccoffee/","+84 985 883 857","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Dohalive%20Organic%20Coffee&query_place_id=ChIJz8LXUgBbNDERrNejePkR78s","Quán cà phê"
"VNU's Student Hub Fuel & Chill","5","3","XGX9+XQ7","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 823 622 626","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=VNU's%20Student%20Hub%20Fuel%20%26%20Chill&query_place_id=ChIJ30afUgBbNDERym061oKYoEQ","Quán cà phê"
"Cơm Thố Bách Khoa","3.5","24","2G49+6C6","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Th%E1%BB%91%20B%C3%A1ch%20Khoa&query_place_id=ChIJhzsIQABbNDERJ_muMVWCfNY","Nhà hàng cơm"
"Seoul Cafe","5","4",,"Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/k30billiard","+84 969 222 602","Phòng trà","Quầy giải khát",,,,,"https://www.google.com/maps/search/?api=1&query=Seoul%20Cafe&query_place_id=ChIJN3CqwAZbNDERe3clLUsEO4Q","Phòng trà"
